Reporte:,Detalle de facturas de grupos de locales,,,,,,,,,,,,
Periodo:,01 de junio de 2024 al 30 de junio de 2024,,,,,,,,,,,,
,,,,,,,,,,,,,
Nombre Local,ID Factura,Fecha Fin Transaccion,Codigo Interno del Producto,Codigo producto (Elemetrica),Descripcion del Producto,Descripcion de la Categoria,Categoria 2,Subtotal,Descuentos,Impuestos,Total,Unidades Vendidas,Precio
Restaurant 1,20240601_276420_V10G,1/6/24 17:54,11100014,casacasco01-5d78e012c5714e63_11100014_2e3a885c3d17d465,Aperol Spritz, Bebidas Alcoholicas, COCTELES CLASICOS,175,0,12.25,187.25,14,12.5
Restaurant 1,20240601_276420_V10G,1/6/24 17:54,10500015,casacasco01-5d78e012c5714e63_10500015_4f2c5b64c7e2fdcc,Hendricks Trago, Bebidas Alcoholicas, GINEBRA,48,0,3.36,51.36,4,12
Restaurant 1,20240601_276420_V10G,1/6/24 17:54,10120001,casacasco01-5d78e012c5714e63_10120001_08b9646584cd93c5,Mojito Clasico, Bebidas Alcoholicas, MOJITOS,37.5,0,2.63,40.13,3,12.5
Restaurant 1,20240601_276337_V10G,1/6/24 17:59,2230,casacasco01-5d78e012c5714e63_2230_6e52de5087f67cf4,Brouchet Thai,,,16,0,1.12,17.12,1,16
Restaurant 1,20240601_276337_V10G,1/6/24 17:59,673,casacasco01-5d78e012c5714e63_673_635be0c13760b955,Pacific Sunset, Bebidas Alcoholicas, HOUSE COCKTAILS,13.5,0,0.95,14.45,1,13.5
Restaurant 1,20240601_276337_V10G,1/6/24 17:59,1758,casacasco01-5d78e012c5714e63_1758_9ee179c048297b9b,Easy Beach, Bebidas No Alcoholicas, MOCKTAILS,6.5,0,0.46,6.96,1,6.5
Restaurant 1,20240601_276351_V10G,1/6/24 18:05,3190,casacasco01-5d78e012c5714e63_3190_62dd5962e0e1feb3,Millo de Mariscos, KOBORE, KOBORE TERRAZA,21,0,1.47,22.47,1,21
Restaurant 1,20240601_276351_V10G,1/6/24 18:05,510,casacasco01-5d78e012c5714e63_510_e6a2ffb5d5ede43e,Hamburguesa 4 K, MARULA, PICADAS MARULA TERRAZA,19,0,1.33,20.33,1,19
Restaurant 1,20240601_276351_V10G,1/6/24 18:05,2050,casacasco01-5d78e012c5714e63_2050_04e2bd6cd45f7c4d,Green Fizz, Bebidas Alcoholicas, HOUSE COCKTAILS,13,0,0.91,13.91,1,13
Restaurant 1,20240601_276351_V10G,1/6/24 18:05,11100026,casacasco01-5d78e012c5714e63_11100026_62cee83736191494,Moscow Mule, Bebidas Alcoholicas, COCTELES CLASICOS,12.5,0,0.88,13.38,1,12.5
Restaurant 1,20240601_276351_V10G,1/6/24 18:05,21800009,casacasco01-5d78e012c5714e63_21800009_474e7ec1fc7ef9eb,Jugo Maracuya Vaso, Bebidas No Alcoholicas, JUGOS,6,0,0.42,6.42,1,6
Restaurant 1,20240601_276351_V10G,1/6/24 18:05,3194,casacasco01-5d78e012c5714e63_3194_d9adf7a56a683a9e,Torrejitas de Pescado, KOBORE, KOBORE TERRAZA,5,0,0.35,5.35,1,5
Restaurant 1,20240601_276348_V10G,1/6/24 18:13,111,casacasco01-5d78e012c5714e63_111_0b247d14aaf7c7eb,Blue Moon  12OZ, Bebidas Alcoholicas, CERVEZA,26,0,1.82,27.82,4,6.5
Restaurant 1,20240601_276350_V10G,1/6/24 18:22,2049,casacasco01-5d78e012c5714e63_2049_48d08f56eac79904,The Traveler, Bebidas Alcoholicas, HOUSE COCKTAILS,26,0,1.82,27.82,2,13
Restaurant 1,20240601_276350_V10G,1/6/24 18:22,2048,casacasco01-5d78e012c5714e63_2048_707568813ac868a9,Mediterranean, Bebidas Alcoholicas, HOUSE COCKTAILS,13,0,0.91,13.91,1,13
Restaurant 1,20240601_276354_V10G,1/6/24 18:22,666,casacasco01-5d78e012c5714e63_666_87e5996b213f88ba,Smoky Ruby, Bebidas Alcoholicas, HOUSE COCKTAILS,13.5,0,0.95,14.45,1,13.5
